pair_id	sentence_id	bem_transcription	en_translation
27	2	Apa baleimbila palemoneka nikunuma yama yanda .	they are behind a house
26	2	tule yangala chapamo palunkoto utu tubana	these children are playing together on the grass
16	2	Bushe uyu ekalisha wa banjo balumbanya mumusumba umu?	Is this man they say who plays the guitor?
5	2	Naumona ifyo umwaume ufwele akaputula ne shati lya makumbi makumbi  akwete ku minwe?	have you seen what the man in the blue shirt and short has in his hand
27	1	Akaiche kanakashi kaikala pakapinga, elyo kaleyangasha amaluba.	A little girl child is on the lawn playing with flowers
6	2	ali nenkanda yabuta umwana elyo iminonekele yeshati lyakwe naipalana nemimonekele yamupila aleposa mumulu	The child is white skinned  the ball he has thrown looks like the shirt he is wearing.
7	2	nafula nesheti lyakumulu	This man is not wearing a shirt.
6	1	napaapa akacola ukumwenafye kumushipi wa katapakatapa uwumushungulwike mumukoshi.	Tere is abelt around his neck which shows that he's carrying a bag
14	1	uko Bali takwishibikwe nelyo panshi palemoneka katapakatapa	The place they are at is not known even though the ground looks green.
8	2	Ilemoneka nainaka	it also appears tired
26	1	chilepala kwati nakalimo umuntu aleyangasha akabwa akanono	It looks like a person is playing with a small dog.
20	1	eya mune, alemoneka kwati nikasukulu ico icola apapile	she looks like a school girl and that's why she has a bag pack
22	1	ku lubali yakwe kuli icimuti	there's a tree on one side
34	2	naba peta pakwimya umwana	he bends down to raise the child 
39	2	Nomba bushe nikwisa ku ali pantu alemoneka kwati nalimo nasakamana?	where's she playing this game from? because she seems so worried
8	1	Cilepala kwati nimfula yabuuta	it appears that the white stuff is snow
5	1	pali abantu abali pali ba kabalwe aba lenga ayi ba kabalwe ba butule munshila isuma	on the right there is a table with chairs in on top of the table there are plants growing in a flower pot
30	1	awe te Malubafye yeka baleshitisha mune,baleshitisha na Tomato 	Dear, there are not only flowers sold here but tomatoes also.
13	1	Na ilosha namenso ku bale ikopa	It's focused on the person taking a photo of it. 
30	2	bushe cinshi uufwele ishati lya mindoloshi ashintilishishe uufwele ishati lyabuta?	Why is the man wearing a striped shirt leaning on the man wearing a black shirt?
16	2	elo apa bali kwati pakwangalila fye elo kutanshi kule moneka kwati ningupanaga kaili ifi muti nafifulisha 	This place looks like it is a play ground and in front there a lot of trees.
18	2	boi uyu mukashana alemoneka kwati natemwa icakulya alelya,icakuti aleimyanga nakuminwe.	My dear this lady seems to enjoy her meal, that she cannot have enough of it.
37	1	chilemoneka kwati efinitu kafundisha alelondololapo	It is likely that the teacher is explaining what is on the picture
13	1	Abakashana babili nomulumendo umo nabeminina mukamusebo kamu mpanga	Two women with a man are standing on the road near a bush.  
10	2	Abauma nabekala elyo abanakashi nabemina 	Thean is seated and the woman is standing 
8	1	Kuli na abaletamba kunuma	there are people watching behind
35	1	Kwaliba ifimuti ifingi uku kwine bale.	there are many trees near the park
34	1	umulumendo na fwala Ici sote ca kashika	a young man in a red cap
37	2	elyo kuli na amaluba ayaputulwa bwino bwino	there are also flowers that are nicely cut
34	2	Kapindula naikata aka mupila kumaboko.	the carver is holding a small ball in his hands 
26	1	Abaiche nabakulu nabeminina pa sitegi	kids and big men are standing on the stage
19	1	Elyo ulemoneka uwa telela ngafilya ba mwenye cifyalilwa, ca mushishi watelela.	he has really smooth skin and smooth hair
35	1	Alemoneka ngoulesambilila ukushana	She appears to be learning how to dance
25	2	ku ncende ali kuli amalinga ayengi aya pusana mubukulu na ubunono, ayepi kabili nayatali	They are at a place that has big  and small fences
39	2	Ee. nimbona, pali mazembe wamuntuntula uuletapula maloba ukuli umwaume eminineko pali aba babili	red there's a yellow tractor removing soil from the ground with a man in it
39	1	Abanakashi na baume abengi abalekanalekana Bali mumuputule umo panshita ya bushiku uukwete inyali ishingi nganshi	different men and women are in a room full of lights
4	1	Abana abengi Bali mucintu bwingi nabeminina	A lot of children are standing in a crowd of people.
34	2	akamwana na kafwala ishati ilyabuuta na kaputula	She is putting on a white outfit 
14	1	ilaya afwele Lili ilyakashika nokufita kumaboko	The shirt is red with black sleeves.
10	2	China muntu nga acitoloka eka nga caciwama sana	If each had jumped on her own it could have very nice
33	2	Mu mbali mu musebo muli imyotoka ishingi ishi shileenda	Across the road there are a lot of parked cars
25	1	Bashikula bakwe nabo bebele wisakamana mwishikulu wandi twala ambako nga yapwa bola iyi.	The grandfather answers him,'we will go very soon my child when football finishes.
10	2	nabafwala amalaya aya balabala nabemya cola.	She's dressed in spotted black and she's carrying a handbag 
17	1	umulumendo umusungu aletolokela mumumana	A white gentleman is jumping in the river. 
35	1	Iyi misebo iishapangwa bwino bwino. Kuntanshi kulemoneka na ifimuti.	These roads are not well made. In front are some trees
30	2	Uyu namayo afwele akalilaya kamindoloshi akapelele mumakufi ne nsapato ishitali.	This woman is wearing a striped dress reaching the knees and high heeled shoes
9	1	umwana alemoneka uwatemwa ilyo aleisha na utulubi twakwe mu muputule	The boy looks happy while  resting with his dolls
14	2	Bushe ewuku ukucimfya kwa pakamana balebilisha pa cilimba?	Is this the competition that was been announced on the radio?
24	1	Kuntanshi ya chibansa kulemoneka ing'anda iya buta. 	There is a horse in front of the game ground.
12	1	Elo, tufyaku fwala batu fwikile, natu bawamila	the clothes they are wearing are nice on them
11	1	Aleelisha banjo iyakashikila pa cintu bwingi	He is playing the guitar at a  very a  crowded place 
24	1	Imbwa iyi naikwata umuchila ubutali wafita.	This dog has a long black tail.
20	2	Bonse nabekatana nabatemwika babo.	all of them are holding handss with their loved ones
20	2	cacine mune pakubala nacimona kwati baleitomona	at first I thought they were kissing
22	2	Icipeni CA mulumendo uyu pa ntanshi cili ne nsalu	the sword holding the one in front has a cloth tied to it
39	1	Aba ba shikulu bantu Bali mumusebo wa manenekela elyo kumbali yabo kukuso kuli Icela icabumbililwa ngo muntu neminwe icelangi lya kashika	he is on a tarred road and on his left is a red metal human sculpture
4	1	Uyu umwaice uuli naba mbuya bakwe, bonse nabengisha ifkondo mukanwa	A child with a woman putting their fingers in the mouth.
8	1	Nabashikakila na kukanwa shonse 	the dogs have all been covered with muzzles around their mouths
2	1	umuntu ulemoneka nga namayo naiminina kabili pa ntasnhi Pali imbwa	it looks like a woman is standing behind two dogs
4	1	Uyu shikulu bantu ali kuncende ukuli impili ishilemoneka, ishikwete ne mfula iyabuuta	This man is at a place with hills with snow.
35	2	Ifi fintu babomfya ukubikamo imyenge ilyo balefwaya ukubika ulubuto mu ncende.	They are candle holders used when they want to put some light in the area
26	2	ala cacine isuma iyi icende ndemona echo bekalilenako aba bantu 	it's true this place is nice, I think that's why these people are seated there
10	1	Pafi bumba pali amalembo yacishibisho	On the wall there are notices words
16	1	kanshi naumona naiwe mune elo ishi imbwa shili na amasako ayakashikila. 	You have alo seen that these dogs are brown in color.
12	2	imbwa Iya buta nai ikala panshi	A white dog is sitting down
25	2	Bushe naumumona umwanakashi uli pa ntanshi ufwele ishati lyamakumbi makumbi ?	have you noticed the lady in front who is dressed in blue?
7	2	napeta netoloshi ilya makumbi makumbi	She has even folded her blue trouser.
38	1	Abaume babili baleteya umupila uwakubomfya utumuti na umupila uunono.	Two men a playing a game that uses stick like things and small balls.
5	2	ili mu nshita yakasuba kuli nabantu abale tamba	it's afternoon and people are watching
15	1	imbwa iyakashikila ileenda pa menshi	the dog is walking on water
11	2	Bushe yala-anka na molu?	Is it going to catch with its legs
11	2	Bushe Tabamwipaye uyu umulumendo akwete umupila?	Aren't they going to kill the man with the ball
7	2	elo kunuma yacipampa Kuli ifimuti ifyakatapa katapa.	Behind the poster there are green trees.
20	2	Fimbaya-mbaya eee ekofili nga umo wasosela, nomba abene bafimbaya-mbaya tebakumoneka?	vehicles are there just as you have spoken but the owners of the vehicles are no where to be seen
13	2	Bafwile bana besukulu. Babili naba lolesha namumulu emo aposele bola umunabo	They must be pupils and the two of them are looking at the ball that their friend has thrown in trying to score.
5	2	 Cine, nafwala na amataki kumolu ilyo aleangasha incinga yakwe pa lubansa ulo bakula bwino umo bangashisha incinga 	yes, he is also wearing sneakers while playing with his bicycle at a bicycle rank
25	1	Emukwai uyu ekafundisha mukalamba bakwata uwaishibisha ukupanga ifya filimba nokulungisha ala lungisha.	Yes she is the only teacher they have who knows how to fix and make radios.
16	2	elo kwati nayatalalisha saana aya amenshi alimo uyu umulumendo elo chilya ekete chaku chingililako ukunwina	It looks like the water is very cold.
14	2	kunuma yabo Bambi nabekala abakote abanakashi bushe ninshi bena balebutuka	There are big trees behind with green leaves.
4	1	Uyu umulumendo uli muli parachute, aliku mpili ilyo aleya pamanshi, munshita yacungulo	The man in a parachute is at the hills.
17	1	Emukwai ewowine, uyu muntu alikwata italanta mukucofa injinga nokusekesha abantu.	Yes he is the one, he is talented when it comes to cycling and entertaining people.
2	2	kalemoneka na masako yabutako mumo elyo mumbi Aya kashikilako	it has brown and white fur
13	1	Ale angalafye afwile echo tasakamanine ukufwala ifya kuichingilila	He is just playing, maybe that's why he is not worried about he's safety. 
13	1	Umu lumendo ale chofa injinga yakwe lelo kumo ukulu nanyanta kwiwilo lyaku ntanshi elyo iwilo lya kunuma nalimina mumulu	A young man is riding his bicycle though one leg has stepped on the front wheel, then the back wheel has gone up in the air.
31	1	cimbayambaya cilya icisenda abantu abengi, elo kasuba aka bonse balepitilamo mu kalale umu	the vehicle that picks many people and this is still daylight, many people pass through town
5	1	imbwa nakapushi filebutushanya mumenshi	a dog and a cat are running after each other in the water
27	1	Umulumendo nomu kashana bale culuka umusebo 	A woman and man are crossing the road.
34	2	umo na inama,na fwala Ici sote ca kashika	
35	1	Imbwa imo ilebutuka panse elyo imbi ilekonka munuma.	One dog is running along and another is following behind
15	2	nalimo mulandu wakuti kuli icimwela icikalamba	maybe it's because of there is   wind
16	1	ngefyofine ulandile shileanga gala	Yes they are playing.
20	1	abalumendo cine nabeminina mumpili, nababika nefyola panshi	Four young men are standing on a mountain and have put their bags down
28	1	kateya wamupila wa TENIS nafwala ishati lya buta na siketi yafita.	A female tennis player is in a white top and black skirt.
4	2	iyi imbwa yakwe iyi kwete amasako aya buta naikwata nakatambo mumukoahi	The dog has a rope in the neck.
12	2	ehe bale tolokela pa bulalo	yes they are jumping on a bridge
25	2	Umulume pakati atila iseni tuloleleko panono tapali nama sacha pano palife ifimbaya mbaya ifinono nafyo fyabantu bamunomwine filetele abalendo,nangu mailo kuti twaya tapali efyo tulebutukila umulume ailishanya kubenamyankwe.	"The husband in the middle says"" let us just wait a little longer there are no buses here only small cars and they belong to the local people who actually has brought people travelling,even tomorrow we can go there is nothing we are rushing for""."
31	1	akalumendo akamusungu kena kaposele amano ku kulya imbukunya matobo bakapele ba shitata	the youngboy is more concerned with the cake he has been given
9	1	nailolesha kunuma. Cilepala kwati pali ifyo ilelolesha	It is facing backwards .it seems as though it's looking at something
18	1	Mumuputule muli ifitabo naifyola fyakasukulu pamatebulo	there are books and bags for the students on the tables
10	1	aka mwana akanono bakeminina pakati yatuni	A small child is standing on the midst of the birds
24	1	Umulumendo ufwele ifyabuta ekete umupila muminwe alelosha kumbali elo patanshi yakwe peminine umunthu ufwele kaputula iyakashika.  	A young woman with white clothes is looking a the ball an in font o him there is a boy.
21	1	Ibumba lyabantu lili mu muputule na ifyakulya fya malangi pa itebulo.	A group of people is in a room looking at some colorful foods.
25	2	pali na umbi shitata uli pa ntanshi yakwe ukonteme ale beya shitata umwefu	there is another man in front of him who is shaving the man's beard
27	1	eya mukwai, elyo kuli tumalaiti twapusana Pusana sana.	and the place has different colored lights
29	1	imbwa shibili,imo iyabuuta imo iyafitulikila shili pacani nashibutuka ulubilo.	Two dogs, a white one and a black one are running on the grass.
21	2	kabili uku kuntu kulemoneka ibumba lya bantu nabo bale enda mupepi na na namayo aba	They are around with others walking about.
37	1	umulumendo nomukashana nabeminina mupanga umo uli ifyani fyakatapa katapa 	A couple is standing in the middle of a bush
38	1	Limbi apokelela imbila iyabulanda.	Maybe she has received some bad mews.
27	1	Cilemoneka kwati aka kamwaice kali fye keka.	it seems she's just alone
11	1	Cilemoneka kwati aleipakisha ukuba muli iyi mfula pantu nasekelela nga nshi	she seems very happy to be in the snow with some snow falling from the sky
36	2	 eya mune, nangula pali abo amwene ukukwine alebutikila	or perhaps she has seen someone where she is running to 
23	2	Bushe uyu umukashana kwena tapone no kuicena umu mulwelele ali?	Is it not dangerous for her to be here?
29	1	ili ibumba lyabantu lilemoneka kwati pali uko lileya,ndemona nimukwangala.	It looks like this group is going somewhere to play.
17	1	Cilemoneka kwati emwine wetuka ili alebula ifintu filefwaya umulumendo uyu ufwele ishati lya fita.	It looks like she is the owner of the shop, she is getting the man's order ready.
8	2	Ilifye yeka mu mpanga	it is just alone in a bush
17	1	Abantu batatu nabekela mwituka, babili nabekala umo naiminina.	Three people are seated in a shop, two are sitting while one is standing.
38	1	Uyu shitata nasenda na icakukopelako ififkope. Cifwile ici cakumwafwa ukwibukisha monse umo bapitile.	this man has a camera. This must be to help remember everywhere he went.
39	2	Bushe Icifulo  aba bantu balekanalekana Baliko ne fishingulwike filemoneka Shani ?	where are these people?
29	1	ee boi walungika,ubu bwangalo bulaleta abantu abengi saana pamukumo,bwaliba ubwaibelako pamangalo yonse.	Yes you are right my friend, this game brings a lot of people together and they get excited, it is a unique sport.
16	1	ee kwena naine namona, awe amangalo yena yaliwama	The games looks to be very nice.
21	2	nafwala nama taki kumolu elyo neshati lya mutuntula	Then he has his snickers on with a yellow shirt.
26	2	Afwile alishibisha ukusamba pamenshi noku fundako abantu alafunda	Obviously he knows how to bath on water and he teaches other people too.
10	2	 bushe cinshi balebutuka. balelwa nangula shani	Why are they running?, are they fighting or what? 
34	1	elo kuli amabwe na maluba	with rocks and flowers 
5	2	budge ninshi iili kuntanshi yabaume babili	what is in front of the two men
28	2	mulandu nshi afwalile ifyakufwala ifyapapatala ku mubili wakwe?	Why is he wearing clothes that are sticking on his body? 
36	1	eya mune cili kwati kuli amangalo yakwangasha imbwa elyo na ukucilikana ukumona uwakanshapo imbwa saana	yes it seems like there is a dog competition and they are trying to see who has trained his dog well 
15	1	mwisammba muli umumana uukalamba elyo nakufita 	down they is a big river and its very dark
16	1	Bana mayo nabashi tata nabeminina balelolesha kuntanshi bambi baleilolesha.	Men and women are standing while looking in front.
33	2	Ku cibumba kuli icilengwa icikulu ica ma linga aya pusana-pusana	On the wall of the building there is a drawing with different colours
30	1	Batata abasungu bali kunchende  eko bakwelela ishitima	A white man is at the railway station.
13	1	Elyo bonse babili bale belenga ifilembelwe patutabo bakwete. Pa lemoneka epali ifya kwimba	Both of them are also singing as it's been written in the books they are reading.  
30	1	elyo kuli banamayo batatu abaleyanda pantashi ya uusendeme pacipuna	And there are three ladies walking beside him.
21	1	Wamona ifyo banamayo mumoneka ngamuletosha? 	Have you noticed how you, women, appear when you are chatting?
30	2	eyaye alenwinapo nakabwalwa	You can imagine, alongside with a pint of beer.
19	2	Kwishilya lyamusebo kuli icipuna 	At a distance across the road there is a seating bench
35	1	Abaume babili ababuuta inkanda nabeminina kuntanshi ya bantu.	Two white skinned men are standing in front of the people
28	1	Abanakashi babili nabe kala pa tebulo bale teye injuka	Two ladies are seated at the table and they are playing cards.
29	1	Bana maayo babili abeminine mupepi na imendela nabafimba pa kanwa na amakalashi ku menso.	Two women standing near the flag have covered their mouth and they are wearing glasses on their faces.
11	2	Kunuma ya mbwa kuli ifimuti ifitali ifyatintinkana.	There are tall trees  behind the the dog
4	1	Umwaice uufwele ishati ilya kashikila, naikata inkoto bateyeleka baseball	A child with a brown shirt is playing baseball.
30	1	awe cine,kuli na incinga inshingi kumbali ya akakene akambaya-mbaya	It is this much ugly indeed, there are also bicycles behind this mini car.
38	2	Aya amayanda jwena nu mukubunda yaleya elyo tapali na apakwiminina panshi.	these houses are going to flood there seems no where to stand
18	2	uyuwine umwaume alemoneka kwati alimwibumba lyabantu, mumabotolo afwele mulemoneka abantu abengi.	And this man is most likely to be around the crowd, his glasses reflects people.
27	1	Apa bali tebebangaba beka abalesha iyi ni group fye imbi cipalile kuli nabambi abalaisapo ngabapwisha aba	They can't be the only ones here, once they are done there must be another regroup that will come on stage. 
25	2	Cipalile kwati bekala bonse mu sukulu umu?	It looks like they stay together in this school.
20	2	eya mune elyo nafwala namagalashi,elyo nomwingila wa katap-katapa	he is wearing spectacles and a green robe
6	2	akamwaiche kali nenkanda yabuta elyo nakafwala akashati kamakumbimakumbi nakaputula kabuta	The kid is white skined and he is wearing a blue shirt with a white short.
17	1	Umulumendo aletaya ubwangalo bwaku ponya utubotolo ukubomfya ci bola.	A man is playing the game of bowling.
6	2	ukulolekesha icende isukulu lilemoka lyabela kuncende yakumushi nemifwalile yabakafundisha ilelanga	Looking at the  place it seems the school is in a rural area even the teachers dressing is showing.
18	1	awe boi, imbwa shilatolana utushishi pamibili shashiko.	Oh yea, but not so as dogs have a tendency to pick off each other's insects.
12	1	Kale moneka aka dabwa pa mensho	he looks suprised on the face
37	1	mumulu namwaka na ilaiti	there is a light that is on
22	2	epo ale bombela shitata pali ifi matipa fya menshi nebenket kubambali	this place is full of mud and some buckets on the side
19	1	Muli uyu umuputule muli abasambi abengi abo abekelko pamipando	Several other karate students are sitting waiting for their turn to go in the ring
12	2	elyo bonse babili nabafwala ama gogo 	both are wearing glasses
16	1	Cilemoneka kwati bafuma muku shunguluka nomba baleya ku ng'anda .	They are just taking a walk to home.
32	2	eehe cacine nasumina pantu namayo naikata icibombelo icakuposelako amaloba	Yes i agree because the woman has got a hoe.
21	1	cine uyu namayo takwata umwenso kuti aiminina pa libwe kululamba lwa bemba ,inga nga aliponene kuti kwachitika ubusanso bwakutinya	this lady is quite brave to stand on the rock along near a sea. there would be great danger if ever she fell from the rock
11	1	Umwana umunono naimina pa cibansa 	A young  child is standing in a feild 
39	1	Uyu mwanakashi aloleshe uko mwaume aleipilibulo mubili wakwe, aleimba ulwimbo no mweo wakwe kabili aleipakisha, aba babili balebmbela pakuyemfya ifyo balecita	she's facing the man as she's singing her heart out and enjoying, they are working together for an amazing show
22	1	kulubali kumbi kuli shatata naimina mukasote  na fwala ne fya makumbi-makumbi	there's a man in the other side in a hat and dressed in blue
13	1	Mwi bwato mule moneka abantu bane	In the boat, there are four people. 
12	2	Kale yangala na bola pafyani	it's playing with the ball on grass
11	1	Umulumendo no mukashana nabekala mu muputule babili 	A man and a woman are sitting in a room just the two of them
5	1	umukashana alebutuka ulubilo	a lady is running
27	2	Elyo banamayo bene nabakwatanefyola.	And the same ladies have bags.
2	1	kulemoneka ifikulwa na ifimuti ku ncende ya lubansa apatali	there are other buildings and trees in a distance
31	1	nafwala neca katapa-katapa kumulu netoloshi ilya fita kunshi	he has a green shirt and black pants
37	2	Nakuba mucibansa ici alimofye eka elyo nakuya kulefiita	it seem s be is alone in the ground and it's getting dark
26	2	limbi abantu bali noyu umwana baile muku fwaya imicanga nangu mukwa ngalilafye mumichanga	Maybe the people who were with this child went to find sand or just to play in sand.
6	2	bonse kumolu bafwele indyato ishafita elyo  namakalashi kumenso bonse bali nayafita.	All of them are wearing black sandals with with black glasses. 
26	1	nagula limbi abomba emo bashitisha ifyamanamamanama	Or maybe he works in a butchery.
13	2	Elyo fyonse ifi tukutuku nafyasha nama laiti. Umo naimya nechi salu icha pentwapo ifya pusana pusana	All the motorbikes have their headlights on and one has lifted what Seems to be a flag.
33	1	Abakoloci bamo nabafwala akasote aka buuta kabili cilemoneka pali ifyo balelanda ku bakoloci banabo 	The other old man is wearing a white hat and he is talking to his fellow
20	1	icine uyu shitata ewakumwenako, kabili kumulu kuli ukwabuta takulemoneka amakumbi nangu yamo	that's right this man is an example and the sky is clear there are no clouds in sight
36	1	Abalumendo babili abasungu nabemina nabekata na ubwalwa muma tambula	two white young men are standing and holding beer in the glasses 
25	1	Emukwai Cipalile kwati namutemwa so alemulansha.	Yes it looks like he likes her thst is why he is talking to her.
17	1	Emukwai kwena iyi incende elo bafumine mukwisula muncende iyi.	Yes this place was just recently opened.
20	1	eya mune, cilemoneka kwati baleshitisha ifintu fyabana pantu ebana nabafula pancende apa 	it seems like they are selling children items because they are a number of children in this place
12	2	Limbi naku kaba epo eminine mulandu tafwele neshati	maybe it's hot where he is standing that's why he is not putting on a shirt
6	1	akaice akabuta inkanda kaleyangala pakacinga akanono panse yalukungu	A white kid is playing  with a small bike on the surrounding.
39	2	Elyo kabili bonse nabafwala ifyampepo fyafiitulukila elyo namatoloshi yajinisi umwaume ilyamakumbimakumbi makumbi lyena mwanakashi ilyafiita	they are wearing brown jerseys with jeans, the man in a blue one while the woman in black
4	2	aba abana abanakashi bale moneka and temwa Sana lintu bacilalya ama swtiti	The girls look very happy.
25	2	Bafwele amashati ayafita elo nama toloshi ayabutulukila  elo umo pali aba mwaume	they are dressed in black shirts as well as brownish trousers and one among all these is male.
31	1	umuntu ale enda mumpanga nembwa yakwe icungulo	a person is walking through the forest with his dog in the evening
13	1	Futi kuntanshi iya mwanakashi kule moneka kuli abantu babili, nemyotoka	In front of the woman, there seems to be two people and vehicles. 
11	1	Umwanakashi uwa buta inkanda ali mu muputule pali ifyo alecita	A light skinned lady is inside a building and it seems she is doing
1	2	Bali mumpanga muli nefimuti ifilemoneka	there in a bush with trees being seen
38	1	Icani na ifimuti ifili mupeepi filemoneka ifyalelema.	healthy grass and trees can be seen nearby
18	1	Muli abana abanono, bashitaata elyo nabana mayo abo abekele bonse pama tebulo	there's ladies, children and gentlemen who are seated on the tables
20	2	balemoneka kwati balilemana aba bashilkulu	it seems he is old and lame
28	2	Abashilika, ngafilya tubeta, nabeminina na shitata ushifwele ngabena.	This is no other than a unit of soldiers, as they are known, standing with a man in different clothing.
24	1	Umulumendo eminine kuntanshi ya bumba elo aleimba. 	A young man standing in front of a group of people singing.
25	1	Ba boss wabo ku ncito bacibapela utubuku cilamuntu ati babelenge elo bakese landa efyo akabuku kalandapo.	The boss at work gave thembooks to read and explain what they will understand the next day.
28	2	umwanakashi umo ku kwa kulyo nakwela pa muulu elyo aleikopa icikope cakwe umwine.	One woman has climbed up and is taking a photo of herself. 
35	2	Uyu umuntu alemoneka kwati naitubika mumenshi mukuisamba kwakwe.	This man appears to be in a lot of water
39	1	Abaume babili nabeminina panse ya sitolo munshita ya kasuba,Pali aba baume bamo bacikoloci kabili beminine kunuma ya mulumendo	two men are standing outside during the afternoon, one is an elderly man and is standing behind a young man
13	1	Umulumendo nakontamako panono kwati pali efyo alelolela. Nafwala nefilemoneka kwati fyaku teyelamo amangalilo yamo ayaku chimfyana	A young man has bent a bit, as if he is waiting for something. He is putting on clothes that look like a jersey that people wear when going to compete in games.
13	1	Umuntu ule moneka nga namayo ali mumenshi elyo afunya umutwe atumpike mumenshi alimo elyo imishishi shakwe sha sabusha amenshi	A lady is in the water and has popped out her head and her flicking hair is splashing some waters.
12	1	Nafuti, kuli ifikulwa nefimuti ifi lemoneka kunuma	again there are trees and buildings  seen behind
38	1	Abaice limo tabamona ubusanso nangu bulebapalama.	Sometimes kids cannot see danger even if it was approaching them.
28	1	shitata na namayo nabatoloka mumulu elyo nabemya namaboko.	A man and woman have jumped higher with their hands lifted up.
19	2	nakulubantu umo nafwala siketi yamakumbi makumbi elyo alikwata imishishi shabuta.	one of the ladies is wearing a blue skirt and has white hair
32	2	eehe kabili napa nshita iyi natoloka na icinga alina mumwela	At this time he is jumping in the air with his bike.
31	1	cine cine, limbi kuli pamo apa shili bwino epo alefwaya ukuwaminikisha, nakatula nakasuba inshita iyi	Indeed, maybe there is somewhere where it is not okay and that is what he is looking for, the sun is out shining at this time.
13	1	Efyo chipalile, pantu bale moneka kwi ngila umo umo	That's how it seems because they are possibly entering one after the other.
8	1	kuli na icintubwingi iciletamba uko baleteya 	there is a large crowd of spectators watching.
36	1	umukashana umusungu alesunka incinga nakobekako nefipe fyakwe kuntanshi.	a white woman is pushing a bicycle which is loaded with her items in front
18	1	banamayo babili nabekala kunuma yacimbayambaya balelya icakulya.	Some women are behind a car eating some food.
12	1	shimbwa cisano, shile butuka pamo mupanga	five dogs are running in the bush
2	1	namayo umukoloci naiminina mumbali ya musebo umulepita imyotoka	an old woman is standing on a sidewalk
28	1	elyo ukulolekesha akatalamukila lubali lyaba kafundisha kulemoneka kwati kuli umwinshi wa makumbi makumbi.	Looking beyond the teacher's position there is a blue door.
18	1	Shitaataa ali pamumana aleyensha ubwato	a man is on the river riding a boat
28	2	Kabili pakati ka miti pali akakuposamo ubusali bwamapepala na fimbi ifinagalamfya incende.	An inch from the bench, between the trees, there is a rubbish bin as this place looks neat.
20	1	umulumendo wabuta Inkanda alefuma mucikulwa icapala ishopu naikata namaboko pakanwa	a white skinned young man is leaving a building that looks like a shop, he is even holding his hand on the mouth
29	2	kuncende ii ilemoneka naitalala nganshi,amenshi makasa yalifye mpanga yonse. 	It looks like this place is very cold and there is snow all over.
17	1	Cilemoneka kwati uyu nishing'anga wafinama nabamwita ukuti ese amone iconi ici pantu nacilwala.	It looks like he is a vet doctor he was called to come and attend to the sick bird.
2	2	mumbali ya musebo muli imyotoka isho beminike isha pusana pusana, ilemoneka ili mu nshita yakasuba	there is also a park nearby
34	1	icakulya Ici cilemoneka ni nkoko	it looks like chicken
12	2	elyo kuli na bantu abengi mu musebo 	there are alot of people on the road
19	1	Kukuso kwakwe kuli abalumendo babili abalebomba nankwe.	there are two young men on his left working with him
5	2	kukuso kuli ama kapati aya mbao ayakwete na utushimbi	there's some flags surrounding this place
17	1	ndesubila nipa kangalilo kama taila 	I believe it's on a game of wheels. 
39	2	Bushe finshi ilecita?	what is it doing?
1	2	amasako ayambwa shonse yali yalebeka elyo sheleshunguluka elyo shilelwa	they hay shiny fur and they are going round while fighting
14	1	kunuma yakwe kuli abalemonekela Bambi kwena talifye eka	He is not alone There are other people that can be seen behind him.
2	2	kunuma ye linga kulimo umupaka uo bapanga na maluba ayo bateta bwino kabili nayabalula no kubalula.	there's a garden of flowers behind the fancy
30	1	awe wilasakama icho tekuti cicitike	Oh not a problem to stress about, that cannot happen.
1	2	nafwala ifyakumuchingilila kumpepo bushe mangalo nshi Aya.	ultimately, he is wearing very warm clothing
28	1	elyo nafwala necisote cakumu cingilila kuka suba.	He is wearing a white hat to prevent the sun from scorching him.
36	1	cacine mune cipalile kwati bakalemba welyashi ebalecita ifyofine wasosa	it is very true and reporters are the ones doing what you have said
20	1	abakashana babili nabekala, umo alemoneka kwati pali efyo alelondolwela umubiye alelila nokulila	Two ladies are sited and one seems to be explaining something to the other while crying
38	1	Upitile panse ya cikuulwa icikalamba icaibela.	it passes outside  a different building
15	1	nelyo kuli ifyo shilebutuka ku numa ya shiko.	or maybe they are running away from something.
37	2	nafwala namalya yafita nechola nakobeka pakubeya	She is wearing a black dress and  hand bag
22	2	bakashana babili naba fwala ifya palana balala	two ladies are in matching uniforms
21	2	kwena amenso yakwe tayalemoneka nga ayalelolesha mwibumba ico Yalu mumulu	Although she does not really seem so, as she looks blind in the look.
9	1	ilemoneka naitemwa nganshi	It looks very happy
26	1	Awe tefisoso, kwati fyakutantika ifyaku shitisha pantu naba kwatako notushimbi bapanga kwati twaku tantikilapo ifintu	yes, it seems this child is entering inside the house 
25	2	Tabalefwaya  ci mashini balekunkulusha cilesela bwangu pa mishili pakuti ci onaika 	Its because they do not want the machine to move fast on the ground because it might get spoilt or damaged 
36	1	Akapuna ekelepo namayo kantu kafita	the chair the woman is seating on is black
26	1	Ehe afwile ala sendelamo nabantu umumwine nokuba lipilisha kuntu bale fwaya ukuya	yes, I think he even picks passengers who pay him for were they want to go
13	2	Kule moneka nabantu bambi apa pene bali. Umwana na ifimba nama boko pakanwa	There are other people right where they are and the child has covered her mouth with both hands. 
19	2	imbwa yimo iyabutulukila naikakwa nentambo yafita mumukoshi.	another dog is grey and has a black dog collar around its neck
4	1	Pali nakulu Bantu alemoneka uku sansamuka nembwa yakwe	An old woman is happy with her dogs.
