pair_id	sentence_id	bem_transcription	en_translation
14	1	Imbwa ikulu ile pepeka imbwa inono.	A big dog is chasing a small dog.
38	2	Iyi incende baliko nincende iyakushitako ifyakulya na ifyakunwa ifili nga amakabe. 	this place where they are is one where they can buy food stuff such as tea
12	1	Epo tule pepe kaninaa, kunuma kuli ifimuti ifingi	where they are chasing each other from there are alot of trees
25	1	Mu cibansa emo bekele emo abakucimfya baleteyela umupila,kanshi abalumendo aba eko beshile muku tamba.	In this ground they are sitted that is where the players will be playing footbal from.
22	2	nafwala nashiti iya mabala 	he is wearing a patched shirt
7	2	ee elo utusote twine utu bafwele bonse batatu tulemoneka utwakatapakatapa.	The caps they are putting on,looks green.
18	1	abaiche batatu baleyangala pamenshi	three children are playing on water
18	1	umukashana umo naiminina alelolesha pafikope ifyo bakambatika kucibumba.	A lady is looking at some picture frames on the wall.
31	2	alemoneka ne sansa pakubomba uyu mulimo	he looks happy to be doing this job
26	2	ndemona uyu umo alekwela kutila afike pampela yelibwe limbi pali fintu balefwaya	I think  this one is climbing this rock to reach the top, maybe they are searching for something
23	2	Uyu Uwimine aletolokela pa mutwe ya umubiye kabili bonse babili bali ne nsansa	The one standing is jumping over the head of the one sited
22	1	kunuma yabanan balibika ukwa kubika ifitabo	there's a book shelf behind them
16	1	ili ibumba lyabantu nabeminina balemoneka kwati balefwaya ukuchuluka umusebo nangula balelolela icimbayambaya icakukwela.	A group of people standing and looking like they want to cross the road.
13	1	Ichi puna ne tebulo file moneka fili fye munshila. Uli onse kuti aya muku tushishapo	The chair and the table seem to have been made to be in the streets. Anyone can seat on them to rest.
19	1	shikulubantu ali kunuma nashitilisha pe itebulo  elyo naikata ama boko yakwe yonse pamo	The man behind is leaning on the table with his hands holding his head
19	2	elyo nafwala ifyakufwala fyakashika mwapita notwa fita.	and he is wearing red clothes with black stripes
16	2	Kanshi ekulolesha alelolesha kumusebo ukulengela abanankwe ngabalemoneka.	That is why she is looking on the road she is waiting for her friends.
6	1	akamwaice akaume akabuta inkanda nakeminina nakekata necisolobelo cakuminako akamupila akanono. 	A  young  white kid is standing while holding a racket .
21	1	Pabulalo pali inchinga na ifimbaya-mbaya filepita, icikulwa cilya litempele.	There are vehicles and bikes passing on the bridge, and that building is temple.
26	1	Ehe efyo chilepala pakuti basangwe chapamo nama pepala	yes that's what it seems for them gather together and have papers.
26	1	Ehe echo nabantu balemu tambila muchipi chipi	Yes nokwimba people are watching closely.
2	2	kuliko amalaiti yasanike elyo na bantu baletambisha pa fya kutambatamba	there are lihts everywhere inside the airport, as well as t.v monitorsdislaying ads
17	1	elo imbwa iyi ile angala mu nshita yakasuba	And this dog is playing in the afternoon. 
4	1	Elo pambali epo bale angalila pali necimana ici kulu nganshi	There is a big river near by.
25	2	Nefyakufwala fyapalana nabafwala notusote.	With matching clothes and caps.
4	1	Kaili uyu umwana ali mu ng'anda fye mukati 	The child is in the house.
32	1	Shitata naimya umwana umonono	A man is lifting a young child.
1	2	kuli umucanga wabuuta elyo no lupili apatali	there is a lot of white sand and a mountain just close by.
9	2	Nafwala icampepo ne nensapo ishifikile mumakufi	he is wearing a jersey and he has put on boots that are knee-lengh high on his feet.
10	1	abanakashi bamo nabeminina mumisebo elyo ukuta kunuma yabo kuli abantu 	One woman is standing on the road and further behind her there are people 
13	1	Afwile alapona tapali eko engaya ifi bamwikete	Indeed he will fall, he can't go far with the way he's been held. 
39	2	bushe finshi uyu mwana alecita?	what is he doing?
18	1	Umulumendo umo natoloka mumulu kunsaansa elyo umwina mwankwe alelolesha	oone man has jumped in the sky due to happines and his lover is looking at him
18	2	chilepala bwanglo bwa kuchoifyana ukutema ifimuti	it looks like they are in competition
8	2	bonse nabekata na mumusana 	they are also holding their waists
29	2	Umwanakashi nafwala nelaya lyakwa nabwinga, naimya neluba muminwe	The bride's gown looks so white.Shes holding up a bonquet in her hands.she looks so happy
37	2	Nabakwata ifipepala ifyafita umo muntu baleposa ifisoso	they have black plastic bags where they are throwing the garbage 
5	1	Abakashana babili nabeminina pa musebo kabili balelanshanyako fimo 	two young ladies are standing on the road and they are talking
13	1	Abaume babili, aba kalamba no mwaiche na beminina mu kamana ba le loba isabi	Two old men and a younger one are standing in a river trying to fish.
18	1	kunuma kuli na ifimuti ifitali	behind there's tall trees
22	2	bale mutusha kuti bachinfyane	they are riding so fast because they want to win
11	2	kabili ifi fyoni fyalikwata amalangi aya-aka elyo filamoneka bwino	these birds have beautiful colors
15	1	mulandunshi bawishi baloleshe umwana umutwe panshi?	why is the father making the child to face downwards?
9	2	Bapapile akanya kuntashi kabili balemoneka abasekelela	She has carried the baby in front and she looks joyful
20	1	abalumendo bakasukulu cine, nabakafundisha bamo nabeminina pamwinshi	For school boys with their teacher are on the door entrance
2	2	sweta shitata afwele ili iyalamba, pamo na insapato isho afwele, nalimo balya abatabakwata inganda yakwikalamo. 	she has long blonde hair and if facing her left
4	2	iyi imbwa iya fita kaili naikwata namolu ayatali nganshi	The black dog has long legs.
5	1	pali kabalwe itangile ulepala kuti awina ulubo ulu 	the floor the house is made out of bricks
12	1	Umu lumendo ale shelemuka panshi pakati pamusebo	two people are playing a  fighting game
21	2	elyo kuli na shitata untu ale ensha scooter nafwala nefya mucungwa	And another road user is a man in orange on a scooter.
6	1	mucikulwa bali muli kwati mwakutambila ifila pantu muli nefipuna apakwika ifilemoneka ifyanaka.	The place looks like a place to watch events from and the seats look soft.
25	2	Nomba balefwaya cila umo naumo bakaye kung'anda necikope cakwibukisha incende isuma iyapa sukulu.	They want ech one to go home with a picture to remember the school.
36	2	cacine ico mune elyo icilibwe cikulu sana namu mbali muli ifi mabwe fimbi	that is very true my dear and the mountain has bigger stones 
39	1	Incende ilemoneka iyamabwe ayanono yanono kabili kuli ne fimuti fyakatapakatapa ne fimuti ifilelukusha amaluba yakashika	it has small rocks and green trees with flowers
34	2	bushe ninshi balechita	what are they up to?
2	1	nafwala icampempo icikulu icakashika na ica mutuntula 	she is wearing a big yellow and red jumper
31	2	cine,elyo pantanshi yapo baleshitishisha pali apa kulila ifyakulya pali na bamo abalelya	in front of them is an eating place and there are people eating there
17	2	Bushe iyi incende bashitishamo imfuti nangula fikope?	Is the a gun shop or these are just pictures?
23	2	Bushe finshi aka akamwana akanono kalecita?	What is this little boy doing?
21	1	apa aletoloka no mushishi wakwe ulifye mumwela pantu taukakwilwe pamo	her hair is blowing everywhere as she is jumping since it is not tied.
22	1	kuli ibumba ibili apa	they are playing as two teams
20	1	kwena mune nausula imbwa iyi, ala kuti yakwanisha wapapa nokupapa	don't look down on it, it can manage and shock you
33	2	Mu menshi mulemoneka utumuti utwingi uto basomekamo	In the water there a lot of sticks inside
11	2	Bushe Cinshi cilya alebomfya?	What is he using?
18	2	bonse nabafwala ifyapepo elyo na ifisote kumutwe	they are all wearing jerssys and headsocks
37	1	abakashana baleteya umupila wakuminwe	the women are playing volleyball 
37	1	Ali namakalashi mumenso ayafiita pakuchefyako ukusanika Kwa kasuba mumenso	she is wearing sunglasses 
17	1	elo kabili uyu umwana apa panshi ali ale angala	And this child is playing where he is on the floor. 
9	1	Cilemoneka kwati bali pasukulu pantunabafwala amayunifomu	it appears to be a school because the school-going children are wearing uniforms.
27	2	Iyi honda alensha naima namumulu elo uku ali pa fyangalo fyakwensha ama honda, nokuyemya mumulu	he is in the air and in a Honda racing competition
5	1	Imbwa yabutulukila naikala mu menshi pa mumana	the brown dog is sitting in a river
13	1	Umwaume no mwanakashi nabeminina pamumana. Beminine pacho bapanga apaku ninina mwi bwato no kwikililapo. 	A man and a woman are standing by the river. It seems they are standing on the loading bay. 
6	1	awe kwena kauti bwaba bwangalo pantu ilya imbi nabaikobeka icisalu  munuma ica makumbi makumbi elyo balilembapo necipendwa icaiko. 	It can be a contest because it has a blue cloth that has a number  written on it.
6	2	bonse  banyina nomwana bali nabafwala indyato  banyina nomwana umulumendo .	The mother and the boy  child are wearing sandals.
29	2	Ale moneka eu cimfishe aba nankwe mufyaku cimfyanya	he looks like he has won in this competition.
23	1	Kwena cilemoneka ukuti muci kulwa umu kuti mwaba ni mu sukulu pantu muli ama tebulo ne fya kwikalapo kanshi nakalimo uyu umwanakashi ni kafundisha elyo umwana umunono mwana we sukulu 	It could be a classroom because there are a lot of chairs and desks and the woman could be the teacher to the young girl
32	1	namaayo naikala kumbali yamumana	A woman is sitted next to the river.
1	1	umwaice alesamba Alemoneka nga uwaishiba ukusamba	the child swimming seem to know how to swim
7	2	ilemoneka ilebosa nangula nayanka kabola mukanwa	This dog looks like it is barking at someone.
37	2	babili nabafwala na ifyakufwala fyelangi lyamakumbi makumbi	two are wearing blue cloths
20	1	namayo wabuta Inkanda naikata akakopo kafyakupentela ingala	a white skinned woman is holding a bottle of nail polish
39	1	Bushe abantu napamo mutanda  abali na macinga balecita finshi?	what are these people doing here at this time?
27	2	Cilepala kwati aleumfwa bwino ukusamba mumenshi.	Looks like he is enjoying the swim.
27	1	Abalumendo naba kanshana nabekala bale isha.	some men and ladies are sited chatting 
9	1	Baleanga ubwangalo bwa kucimfyanya ukwensha icitukutukutuku	they are in a motorbike racing competition
10	1	Imbwa iletoloka icipanda pacibansa ca lunkoto na abantu bale itamba	The dog is jumping across the post and people are watching 
2	2	abantu nabafula amalaya yabo pa kuti nali basambe bwino pa cimana	they are not wearing any shirts  while playing in the river
11	2	kabili mupepi ya ishi nama kuli ne fimuti ifitali	There are tall trees behind the animals 
37	1	umwana umwanakashi nasendama kumbali yabemba 	A small girl is sleeping on the shores of the sea
10	2	Ifi beminine banbi nabekala bushe finshi filecitika? 	The way they are standing and others are seated, what's happening? 
12	1	bashikulu bantu baleendela pabwato	An old man is on a boat moving
28	1	Efyo cile moneka, pantu tabale moneka bale imbila kuntanshi ya bantu	That's how it looks like, they don't seem to be playing in front of people.  
9	1	aba abakashana bali nensansa	These ladies are happy
19	1	Nabantu balepita kumbali, amenshi yena yetikile ukushili bantu.	people are passing on the side where there's no water from the roof
23	2	Kuli umwanakashi uwikele mwi bumba uufwele ishati ilya makumbi-makumbi uubaposele ama buula ye luba lya kashika pamenso	There is a woman sited in the crowd wearing a blue shirt who is throwing flower leaves on them
6	1	awe kwena bafwile bali kwibumba limoline bonse nabafwala amashati ayabutulukila elyo notuputula twakashika.	It seems they are on the same team they are all wearing grey shirts with red shorts.
4	1	Uyu umulumendo, alemoneka ukuchepa pamulandu iya amabwe uku kula nganshi	A man looks short on the hill.
21	1	Alewamya umunani wesabi lishishibikwe, ukumoneka lintu lyanona mwe.	Though the fish type is unknown it looks yummy.
35	1	Umwaume umo uwabuuta inkanda ali pa lubao ulwakwelelelapo pa mumana.	A white skinned man is on a surf board.
15	1	nalimo nico aleipakisha ifyo alelya	its the reason he is forcing himself to eat
34	1	bale ensha ifi tukutuku pamusebo	they are ridding their motorcycles on the road
30	1	eya mune,elyo  akabwa nakena nakatemwa nakapunamina na mumulu	Exactly, just as his dog likes him and laying upsidedown.
28	1	Ba shikulu bantu bele shipula, nabe kala panshi pa mwinshi iya shitolo	An elderly man is dosing while seating down at the entrance of a store.
11	2	Pali imfula iya bunga bunga	there is snow
9	1	Bushe finshi alecita?	what is he doing? 
13	1	Umwaume naiminina pa chilibwe, pamulu bwa mpili muchungulo	A man is standing on the rock, on to of the mountain.
23	1	Abanakashi batatu aba nkanda iya buuta nabeminina  mu musebo panse 	Three white women are standing along the road
11	1	Ni pa mulandu wakuti umutundu wabo tausuminisha umwanakashi ukwenda ne mishishi shakwe?	It is because their tribe doesn't allow women move around with their hair
13	1	Ifwile naibutukisha, pantu umuntu eo idonsele kuti aponena mu menshi nga taile endesha	It must really be riding at a high speed because the person thats being pulled is being helped not to fall.  
13	2	Nafula nelaya lya kumulu elyo afwele fye ama tulopiko ku makasa	He has removed his shirt and only has slides on his feet. 
1	2	kuli umuntu uletamba ifilecitika mumpanga bushe finshi filechitika?	there is someone who is watching what is happening in the bush.what is exactly happening?
6	1	awe kwati kaume namona kumonwfye nefyo tuleyangala ninshi tulecena tulefutula nomucanga.	He can be male and also noting how they are playing in the sand.
6	1	nakatoloka nebaka pakuculuka ulusale ulwacingila incende kaleyamo	It has jumped to get over the fence for the place .
23	2	Iyi imbwa yali fita elyo mu ncende shimo ishinono yalibuuta	This dog is white and black 
10	2	Nimbona intambo iyikete kucipuna ileya kumulu	I am seeing the rope that is holding the chair upwards
7	1	cipalile umu aleyangalila uyu umulumendo nimukamulonga kapita pa ncende bekalila 	It looks like this dog is running very fast.
29	1	icaku muulu afwele cili ica makumbi makumbi elyo pa numa pali ifilembo.	He is wearing a blue shirt which has some writings behind it.
21	1	Nalimo ewishi alekalonda ilyo kalesambilila ukowa, naumona ifyo kaseme pamulu wa lubao?	This could be the father monitoring his progress, seen how he is laid?
29	1	ililine ituka balimo lilemoneka ilikulu saana elo mulemoneka kwati fyonse wingafwaya kufisanga.	This store seems to be very big and you can find whatever you want.
32	1	Ukowa kulalenga umubili ukuba uwa yemba.	Swiming makes the body to be healthy and nice.
7	2	umukashana afwele ifyabuta elo umulumendo afwele ifyakatapa katapa.	The woman is putting on white lothes and a man is putting on green clothes.
5	1	naikata akakuputilako umwela pantu kulemoneka akasauba sana	she is holding a fan for some cool air because it looks very hot
13	1	Kuti paba na pang'anda kaili ta fwele ifya ku sukulu	It could even be at a house, since he's not putting on any top clothes or school uniform.
4	2	Ayayene amakumbi ayalengele ati kube umwela, naikaiti yine naima pamulu sana	The wind has made them to fly up.
7	2	alelolesha akamukashana akeminine mupepi napakwingilila mung'anda	This child is looking at the girl standing next to him.
7	1	kuli nefikulwa ifitali ifishungulukwe incende iyi	There are up staired buildings around.
22	2	nafwala ishati ya mutuntula na kaputula ya katapa-katapa	he is wearing a yellow shirt and green shorts 
30	1	kuli ubu ubwangalo kuli abantu abengi abapusanapusana apali Abeminine na bekele abaletamba aba abaume abaleteya	During this game there are alot of people , others are standing while others are sitting as they are watching the game.
13	1	Mumi monekele iya ka putula afwele, ale moneka akontweke muku teyo umupila	Based on the short he is wearing, it seems he broke his hand while he was playing football.
31	2	cacine bonsebalemoneka fye abapafiwa No bumi bwabo	it looks as if each one is concerned about their own welfare
38	1	Abafyashi bakwe bafwile balifye mupepi.	His parents must be nearby.
37	1	kunse kuli nabantu abeminine bambi baletamba nokutamba	There is sizeable crowd that has gathered to watch this game
10	1	limbi abana banankwe tabalefwaya pantu bali kumbi	Maybe his fellow kids do not want as they are somewhere else
1	1	abwangalo bwitwa basketball amulandu wakweba abachimfyana balonga umupila muchineka nga bashiketi	they  are playing basketball. it involves throwing a ball in a basket.
24	1	Elo petebulo babikelepo akabotolo nakalidi akamakumbi makumbi. 	On the table there is a bottle and a blue lid.
31	1	abasungu namayo na shitata bali muncende imo umufulile abantu	caucasians, a man and a woman are in a pllace where there are many people
6	1	shikulubantu uwabuta inkanda nafwala akasote akabungana akafita elyo afwala namakalashi	A white man is wearing a round  black  hat with glasses .
7	2	icipuna cimo cishintilile kwitebulo kuli necinga ishintilille kuchimuti	I can also see a table near the chair and bicycles packed near the trees. 
13	1	Umwaume no mwanakashi nabe minina bale moneka naba temwa sana	A man and a woman who seem so happy are standing.
17	1	Abantu aba pusana pusana balenda muli snow bambi lubali lwafi mbayambaya.	Different people are walking in snow while others are near the cars.
10	1	bushe finshi ingaba ilecita kuncende yaifi 	What can it be doing at such a place? 
15	1	elyo incende ilemoneka iyafiita	the whole place looks dark
2	1	afwele fye kaputula ya nsalu yakosa kaboli takwete ilaya ku muulu	he is wearing a short with hard material and he is shirtless
8	1	nafwala na inkoloko kukuboko 	he even has a watch on his wrist
6	1	icani mulebutuka imbwa  cilemoneka kwati nakalimo cali kwempwa bwino bwino pantu tamuli icilemoneka icapulamo.	The grass where the dog is running is looking like it is  nicely trimmed.
31	2	mukutoloka kwakwe nashinikisha ukuti nachingililwa 	he is sure that he is protected as he jumps
27	1	eya mukwai cilepala kwati aba abantu abali kumbali nabatemwa  ukutamba.	they are very happy to watch 
25	1	Cine , iyabuta naikwata akamupila aka mutuntula mu kanwa ako taleifwaya ukupela iyinankwe	certainly. the white dog has a yellow ball in its mouth  and it clearly doesn't want to share the ball with  its fellow dog.
14	1	imyotoka tashilwete imitenge pamuulu	The  vehicles don't have a roof on top.
35	2	Nalimo nipamushiika. Pantu pali ifilemoneka ngamatuuka.	Maybe this is a market because there are some shops there
29	2	ee boi walishibafye abaice ifyo baba,ndemona mukwangala mulyamwine emo kalelila.	You know how kids are, i am sure by playing with the food he will eventually eat.
16	2	Kuncende uku kulemone kwati  nikuncende kwaku kulila ifintu.	The place looks like a building place.
1	1	abaume nabanakashi nabeminina	A Men and women are standing
38	2	Mulandunshi bemininine muli iyi incende?	Why are they standing in this place?
10	1	Tekuwa iyo bufundi bwakwe alelanga	He isn't falling, he is just showing his skills
18	1	ee boi,elyo amano yakwe yalifye kuntanshi,talepukapukako namumbali.	Yea dear and he is straight forward to his direction, undistracted by anything.
20	2	"ala ubwalwa bwabwafya echo ba bwitil ati ""ni nsokolola twebo"""	beer is not child's play
31	1	balemoneka bale lumba ifilecitika mucibansa cine	they appear to be cheering what is happening in the ground
1	2	bushe chibomba shani kulemoneka kunshi yantambo nakusamina umuntu	how exactly does it work? below it seems to be a person?
10	1	 Imbwa imo ile butuka,  naisenda na akalupe kukanwa	A dog is running and it's carrying a plate on its mouth 
30	2	Bushe incende uyu umwaume uwalemana ekeleko ilemoneka shani?	how is the place looking where this lame man is ?
8	2	Aleteya umupula wakuumina na akamuti	he is playing with a ball that requires to be hit with a ball, like tennis
29	1	abaume babili nabafwala ifyapusanapusana umbi naikata ukuboko kwa munankwe uuli panshi.	two men are wearing different clothes, one is holding the friend's hand down.
9	2	Nabafwala amalaya yelangi lyafitulukila	They are wearing brown dresses
16	1	Abalumendo nabakashana nabeminina umbi nabamwimya blekopwa pikica.	Men and women are standing while the other one has liftd when taking pictures.
10	1	Abeminine baleshana elyo abekele baletamba na ukulolela inshita yabo	The ones stand are dancing and the ones seated are watching and waiting for their turn
31	1	ibumba lya balumendo abaice nabakumana bale angalila pa menshi ayale sansa ufuma panshi mukalale	a group of young boys have gathered and are playing around a fire hydrant that is sprinkling water in town
18	2	nakulubantu ifyo alelolesha kwati alelolela bamo  nomba balekokola ukwisa.	This woman seems to be waiting for someone, just by her looks.
12	2	elyo pali echo ale nwa	there is something he is drinking
37	1	Bonse babili Bafwele ututoloshi umo kafiita elyo umbi aka makumbi makumbi	they are both wearing trousers,on is wearing a blue one and the other one is wearing black 
16	2	elokutanshi kuli amaluba nafimuti elo kutanshi kwati kuli namangalo ayapusana kaili kwati apa bali pakwangalila	In front there are flowers and trees.
10	2	nikwisa baleya pantu inshila ilemoneka kwati naikoneka	Where are they going? Because the road seems to to have a turn-off 
1	1	Imbwa iya buuta kabili iyamafufu ili mumpanga nayasamuna akanwa	a white fluffy dog is ina bush with its mouth open
6	2	cilemoneka balebutuka akacinga akwelelepo elyo chungulo bushiku kuncende ali	It seems he is speeding the bike and it is getting dark
12	2	Kuli umuntu mukati ulebapela ifyakulya	there is a a person inside giving them food
16	2	Awe kwena cinecine alifikulila insakwe nokutina tatina ukupya ngafya malaiti.	he is not scared to sweep.
19	2	ukulolekesha kuntanshi yakwe kuli shitata naumbi uufwele ifyapalana nefyakwa shikulu bantu uukwete inyunshi.	there's another man standing dressed like a pilot
1	2	bushe shilebosa inshi 	what  are they barking at?
34	2	shitata ali kuntansha  iye tebulo ale sambilisha	he is teaching
36	1	ico waipusha mune ecipushu nacikwata naine wabafye kwati wapinkila	I actually had the same question my friend it's like you were leading my mind
26	2	ndemona kuli nafimbi mucipicipi uku kumumana	I think there others nearby this river
29	2	awe kwena kangumfwisha bwino akakashana ine,pantu apa kaleowa bambi abakulu kuti bafilwa.	This girl has really impressed me, because some older people cant manage swimming from wher she is swimming.
9	2	Aleangala pa menshi yalefuma  kwitumbo lya menshi palunkoto	She is playing with water  coming from a horse pipe on the grass
1	1	umulumendo nafwala ifyakuicingilila kuminwe	the man is wearing something to protect his hands
30	1	abalumendo balebelengela ba wishi ifitabo	The gentlemen are also reading a book for their fathers.
1	1	awe kwena tachibomba chalyonaika	certainly not. it is damaged.
9	1	abaume babili bali mucibansa cakwangalilamo 	Two young men are in a sports field
27	1	Nishi ama bamayo balefwaya ukulya porridge.	does this woman want to have porridge?
19	1	Kwatifye mwana ali nao, shitata aleensha akalubi keshitima pa njanji kumbali ya kayanda.	just like the child he's with, he too is driving the toy train on the rail in the house
38	1	Teti mbapele umulandu pantu aba abantu balasambilila umwakwangalila pakuti belaipayana ilyo bali pali ubu bwangalo.	I cannot fault them because these people learn how to play this game so that they do not kill each other while they compete.
13	1	Impili nga shile moneke ifi, chilelanga ati shitali sana ichi pesha amano	If a mountain is appearing like that then it must really be far. 
21	1	Kwalibakofye fwebatemwa ukwenda ubushiku inshita ishingi, nangula tacawama pantu kulaba amasanso yaleta imfwa.	Well there are some of us who are night walkers, it is quite risky though due to dangers around.
7	1	umukashana ali mulwelele nencinga	A woman is in the air with a bicycle.
26	1	Umuntu upapile ichola panuma ale culuka amenshi ayale pita palupili lwamabwe	a person with a bag on his back is crossing a stream of water on rocky mountains
18	2	mubali yamenshu muli ifibumba ifyo amenshi yalekokamo	there are wall on both sides of the water
23	1	Ibumba lya bantu abengi abalekana-lekena nabeminina  ku cifulo icilemoneka kwati ni ku citesheni	A crowd of people are standing around the station
18	2	aba balumendo balemoneka kwati babakusisha pamo nokibafunda amano yamoyene.	These kids look the same as if they have been brought up together.
15	1	umwanakashi naikala  na icakukopelako mu minwe	A woman is sitted with a camera in the hands 
5	2	Bushe shilelola kumo kwine nangula shilola ukwapusana?	where are these dogs going or are they going in a different Direction
7	2	aka akalumendo kaleteya umupila wakutanusha.	This boy is playing a bouning ball.
28	2	elyo ifimuti filemoneka ifyapusana nalimo bafibyele fye.	The trees look different, perhaps they just planted them. 
15	1	Elo apo bali nipafyani , nechani chile moneka icha yebanganshi	they are standing on healthy loan grass.
8	1	 nafwala akasote akafita 	he is wearing a black hat
15	1	cifwile cakucingilila  ukuulu kwakwe	It must be for protecting his leg
8	2	pali umwanakashi umo na baume batatu 	there is one woman and three men
27	1	Cishinka umulandu kunuma kwaiko kulemoneka akamana mushi mwampanga 	It's true because looks like there a river under the bushes.
10	1	abaume abakalamba nomwaiche nabeminina kumbali yamenshi	A man and a boy are standing besides the water 
26	1	Kaili fingi fitukalipa nga bantu, echo bambi bela mumusebo nefi pampa pakutila abantu beshibe ifintu bale ilishanyapo	a there a lot of things that anger people, thats why others move with posters on the road so that people can know their complaints
28	2	Kukulyo kwakwe nako kuli ifibumbili ifitali cine-lubali (7) mumpendwa.	Before the building there are seven concrete pillars, firm and strong they seem.
29	1	ee boi kwena imifwalile yabo ilepalako kuli ifyofine,elyo cilapala kwati balelanda napamakwebo yali mwituka ili kunuma yabo.	Yes and there dressing suggests so and it;s like they are talking about the things that are found in the shop behind them.
28	1	kunuma yabo kulemoneka namayo untu afwele icabuta kumutwe, elyo ulubali lumbi ulwamusebo kuli ifimbaya mbaya ifingi.	Besides the two people vehicles and others are passing by as this is by the sidewalk.
9	1	Ee. mu muputule ali, ali fye eka.	yes he is. he is just alone in this room.
29	1	cine pantu bafwele ifyakufwala ifyapusanapusana ilangi.	it is true because they wearing different team jerseys.
11	2	finshi bakwete kumaboko yabo?	what does he have in his hands?
19	1	Shitata naikala palupili lwa menshi-makasa, aloleshe amenso yakwe kukasuba.	A man is sitting on a mountain full of snow and looking at the sun
1	2	babili abafwele ifyabuta nabatolokela umo ufwele ifyakashika inga umulopa	two people wearing black has jumped on another wearing red
4	1	Elo ishi imbwa shili cine nashiikala panshi	The five dogs are sitted down.
24	1	Kunuma ya mulumendo kubelele impili nefimiti ifingi. 	There are a lot of trees and hills behind the man.
4	1	Epo bekele pakupuna, pali nama luba e yo babyalika mumbali	There are flowers near the chair.
8	2	Abalume bafwele icakufwala ca ilangi lya makumbi makumbi 	the husband is wearing a blue outfit
30	2	Bushe finshi fili pantanshi ya ici icikope apali abantu abapusanapusana?	What is in front of this picture where there are a lot of people?
6	1	abatangile bashikulu bantu bali nemfwi mumutwe elyo nabafwala umwingila ukalamba uwa makumbi makumbi nabemyako nembokoshi	The old man infront has grey hair and he is wearing a blue robe while holding a box.
26	2	bushe chinshi batolokele umusago uyu aba bantu	why these people jumped like this
22	1	kulubali kumbi kuli ici tushitunshi ica kutamba po ngawatapa umupila	there's a screen to watch from when they start playing
39	1	Bushe finshi imbwa ilecita?	what is this dog doing?
12	1	elyo baleka sekelela akamwaice 	he is rejoicing for the child
25	1	Nimbona, uninine pali kabalwe uli pa ntanshi alemoneka kwati alefwaya ukupona panshi 	yes I have seen that. the one riding on the horse that is in front appears like he wants to fall
10	1	kumbali yabo kuli nefimuti ifingi sana	Besides them, there are many trees 
2	2	uyu umuntu ali uwa bengelela mu mwela pamo na Honda yakwe, lelo naikatilila apakwikala na apa kupindululako.	he is holding onto the steering handles and the seat of the motorcycle
21	1	Shitata alecofa icikotikala mutufula pamusebo.	A gentleman is riding his wheelcart in rain showers.
21	1	Ee cacine nalimo kuli uko bele kukwimbila ukushaba amayanda ya beni 	yes. perhaps they have gone to perform somewhere and there are no guest houses.
11	1	Kuli Ncinga ikwete umuseke unono kuntanshi ya iko	There  is a bicycle that has a small basket in front 
38	1	Umwanakashi uwafiita inkanda alekolonganika ututabo mumabumba ayalekana lekana.	a dark skinnesd woman is arranging brochures in piles
13	1	Akabwa akepi kale butuka pa lonkoto, naka kakwa na kantu mu mukoshi	A short dog is running on the grass with a choke collar on it's neck.
11	2	kabili palemoneka apa buuta pa muulu wa mpili na menshi yaletona ukufuma mumakumbi	The mountain top looks so bright 
37	1	Pakuteya ubu bwangalo bateyela pa mushili uwatelela 	the game is played on ground that is slippery
38	1	Pantashi yakwe pali ibotolo ililemoneka nga ibotolo ilya mafuta aya miolife.	In front of her is a bottle that looks like a bottle of olive oil.
8	1	Cili ni munshita yabushiku	it is around evening time
28	2	pe tebulo pali icili kwati libotolo nalimo nalikwata imifwaile.	On the table, there is a bottle.
13	1	Limbi echo achi ninina ulu pili. Achila fwayo uku mona efyo aka suba kengila	Maybe that's why he had climbed the mountain, he wanted to enjoy how the sun sets.
32	1	umukashana uyu nafwala umwingila uukwete amalembo pantanshi	This woman is putting on  labelled clothes.
37	2	ukuboko kwakulyo Eko alebomfya pakukunkulusha icinga elyo nayimya ukwa ukukuso mumulu 	He is using his right hand for pushing the bicycle and has lifted up his other hand
37	2	Mulubansa muli naifitukutuku fibili	the yard has two motorcycles
38	2	Nalimo ifyo alepala nafikosa sana.	Maybe what he is peeling is very hard.
19	2	Icimbaya- mbaya cileisa kunuma yaba shitata, cintu ca kashika.	the vehicle is a red one
28	1	Umukashana nafwala icimpompo alenyina icilibwe	A lady is wearing a helmet while climbing a rock. 
11	1	Imbwa iyafitilila  no muntu uwabuta inkanda nabekala pa muulu wa lupili	A black dog is sited on a mountain with its owner
21	2	abantu aba Bali aba sankana, banamayo nabashitata elyo nabana.	There are also men and women with children.
6	1	imbwa ilemoneka iyayanga pakwangala elyo yaba namasako ayabalala keati nakalimo nimbwa iyamumpanga nangu mumbwe.	The dog looks excited as it plays has grey and black fur as though it is a wild dog or a hyena.
27	1	Ama soja yabili yaikala patupuna twafilema, elyo abalumendo babili baiminina kunuma yabo.	two soldiers are sited on wheelchairs and they are two young men standing behind them
12	2	ehe, aba abanankashi bale sambilisha abaice ifya ku shana	these ladies are teaching children how to dance
4	1	elo futi uyu shikulu Bantu nakwata kukutwi kalya beta ati ka Bluetooth headset	The man has a blue tooth on his ears.
19	1	Kunuma ya jersey yakwe kulembelwe RONALDINHO 7, bwali ngobushiku bwa mupila wakumakasa.	he is wearing a Ronaldinho 7 jersey as though it a match day
