IMAGE #,SPEAKER_01,SPEAKER_02,SPEAKER_01,SPEAKER_02,SPEAKER_01
1088,"five young ones are in a place in the afternoon, the are girls while two are boys",one of the boys is shirtless while the other is wearing a white shirt,what are they doing?,they are playing near a wall splashing water,stone of them are working and they all look happy
1089,a man is on a skateboard on the evening,what is he doing on the road?,it seems he is skating and heading somewhere,what's in this place?,"the sun is setting and shining on him, the are power lines in the air"
1090,a white and black dog is in water,it has a dog collar around its neck,what is it doing in a pool of water?,it is diving into water as though it's to pick a tennis ball,it seems someone threw the green tennis in the pool
1091,an elderly lady in a red shirt and blue trousers is on a lawn with a child on her shoulders,where are they?,she's in a beautiful flower garden full of green grass,what are they doing in the garden?,it seems she's here to visit and they are taking pictures
1092,a girl child is sited in water and she has long hair,what is this child doing?,she's bathing and she looks very happy,where exactly is she?,she's in the bath room
1093,"a man is sited on the river side wearing a hat, a white shirt and green shorts",he is sited under a black umbrella,what is this man doing?,he is drawing what he is seeing and he is paying attention to what he is doing,this place is full of trees and green grass
1094,three ladies and a man are in a room during the afternoon,one of them is sited on a chair while others are standing,what are they doing in this room in this room?,they want to start making bread because there's wheat on the table,all of them are doing something and they seem busy
1095,a man wearing a brown shirt and a blue shirt and is walking on a tarred road,what is this man doing on the road side?,it seems he is heading somewhere and at this moment he is facing his right,he is walking with a bag in his back and a big box,this place is full of vehicles on the road and they are storey buildings on the side of the road
1096,a man wearing a white shirt and a brown trousers is on the road side,he is carrying a black bag and holding a shovel in his left hand,what is this man doing?,he is here to fix the road because he is wearing a work suit and the road is spoiled,they are green buildings on both sides and there's a vehicle at a distance used for road construction
1097,a lady in a red shirt and black shorts is on a tarred road riding a bicycle,what is this lady doing?,she's riding a bicycle while standing and holding her bike with both hands ,there's something black behind the bicycle and the lady is wearing an helmet as she rides,there's a lady walking on the side of the road full of grass and green trees
1098,two brown dogs are outside during the afternoon,they have the same dog collars and close to where they are standing is wood,what is this white dog and the white one doing?,"they are facing each other, biting each other, it seems they are fighting for a white cloth","yes that's true, this place is full of trees and grass"
1099,some little girls are outside in the afternoon standing on a tarred road,they are both wearing brown dresses that are not very short and have combed their hair,what are they doing in this place?,"they are singing and dancing as they walk on the road, it's clear from their hands and they are using lots of energy","they are all wearing shoes and are happy as they are dancing, they are buildings and trees on the side of the road"
1100,a white man and a black one are in a gym of white wall and blue floor,they are a number of tools used to exercise such as lifts among others,"they are standing on different spots the white man is in front, the black one is wearing a black hat ",the black man is wearing black shorts with yellow lines woke the white man is wearing a white shirt and black and white shorts,"they are here to exercise, the white man is doing kicks while the black one is throwing fists as he exercises"
1101,a white man is squatting with a little girl on his shoulders while holding her feet so that she doesn't fall,"he is wearing a black shirt with a butterfly on it, he has glasses, he is wearing a black hat with white writings on it",the child is dressed in a poker dot jersey that's blue,she's wearing shoes with socks in it,she's facing her front where the man is facing and they are both smiling as they take the picture
1102,"two ladies are inside a sports field, it's green everywhere and there's a goal post on it",one is in front of a goal post while the other is on the other side the net and they are wearing white sneakers,"they are both wearing black shorts, one's shirt is black and they are in place full of trees",they are both wearing same white shirts inside but different ones outside one has a black one while the other's yellow and white,"they are playing tennis, the one in yellow is jumping and hitting the ball that was thrown to her from the other side"
1103,two white men are in a sports field full of chairs where people watching can sit,"the have black hair and they have your it with white ribbons, they are both standing on lines",they are not wearing any clothes but black belts in their waists only covering their private parts,these belts are tied to something one to something orange then the other too something black,"they are fighting, one is fat while the other is skin, they are other people watching as they are fighting"
1104,a lady in a grey shirt and a black trousers is standing inside a room in the afternoon,she is wearing spectacles and she has black hair,she's making things out of clay using both her hands,what is she making out of clay?,she's making clay pots some of flowers others without and she's paying attention to what she's doing
1105,a white lady dressed in a blue shirt and a brown trousers is inside a room,she's wearing a long sleeved shirt so that she's not disturbed as she works,she's wearing a hat that's covering her hair and she's wearing something yellow on top,she's walking in a room and wearing shoes and has put her hands together,from what she's wearing it seems she was working full of other people
1106,a white lady in a yellow shirt and brown trousers is outside in the afternoon,"she's comes get hair perfectly and pushed it behind, she's wearing black and white glasses",she has a small tree bag on her shoulder that looks heavy and it looks very heavy,she's walking fast as though she's hearing somewhere and she's focused,this place is full of different men and women walking
1107,"men, women, young and old are in one place in the afternoon",they are wearing jerseys and trousers,all the men are wearing blue trousers except for two men in green shorts,some of them are standing while others are sitting,they are standing next to a wall that has green grass on it and it seems cold because they are all wearing hats and jerseys
1108,a man in a yellow shirt and a red trousers is holding on to a rock with both hands,"he is wearing a white cap, black shoes and he has different tools in his waist",he has folded his trousers and has a red rope tied to a rock on his leg,he is climbing a mountain on top of a huge Rick to which the rock is tied,there's also a river in this place and green trees
1109,two people are in a sports field,one of the men is wearing a white trousers and shirt while the other is wearing white shorts,"they are wearing hats, one a red one while other a black one","they are playing rugby, the one on white is trying to catch the ball",this place is full of green grass and a picket fence on one side
1110,a white little girl is on a chair inside a room,she's wearing a blue shirt inside and a green one outside,she's holding some sticks to help play sound instruments and her hair is scattered,she's playing some instruments and she's paying attention,she looks so set to play and she's inside a music room full of instruments
1111,"three little girls are at a hill in the afternoon, they are wearing shirts, two in black ones and one in a blue one",what are they doing here this afternoon?,"they are sliding off a hill in soil as they are siding, it seems they are a family here to relax",what sort of place is this?,it's full of trees and green grass and they are happy to be sliding
1112,a brown dog with fur is alone outside,what is the dog doing at the beach?,it's walking and it's full of sand,what sort of place is this?,it's at the beach and they are waves on the water and some rocks and the dog is playing with something blue
1113,a lady with black hair wearing a white and blue shirt and a brown trousers,"she's inside a room holding a pencil in her right hand, she's in an art room",what is she doing in this room?,she's drawing something on what she's put on the table,"she's paying attention to what she's drawing, they are two other drawings in this room stuck to the wall"
1114,"men, women both young and old are in one place during the afternoon","the men are about to start playing ball, two young boys are shirtless while one is wearing a red shirt",what are these people doing in this place at this time?,"they are here to have fun, some are standing while others are near the net",they are in a place where they can relax full of umbrellas with people at the beach
1115,"six people are in the same place at night, two of them are women while the rest are men",three men and one woman have bottles of beer in their hands,"the ladies are wearing white jerseys, the lady without the beer bottle has a cigarette in her hands",what are these seven people doing?,"they are playing and celebrating, they are so happy and it's dark where they are"
1116,a man wearing a red crop top and blue trousers is outside in a stadium,what is she doing?,she's doing different dances while stone men are behind her playing guitars,what about the other two men behind her?,it seems like a play park full of green trees and people playing
1117,a man in a grey shirt and brown trousers is on a mountain,he has a black bag on his back and has put his left hand on his face,what is he doing on this mountain?,he is looking on the other side of the mountain is as though he is looking at the distance he would need to cover,he is on the peak of the mountain full of rocks
1118,two men are on the roof of the house one is wearing a trousers while the other is dressed in shorts,"the trousers and the shorts are the same color, they are both wearing shoes",what are they doing on the roof top?,"they are clearing the roof, the one in a trousers had lifted an iron sheet putting it in the roof while the other is helping him",the house is very tall it seems as though they are close to the sky
1119,an elderly man and woman are inside a room in the night they are sited while a young man is standing,"the man is wearing black clothes while the lady is dressed in black and white, the young man is dressed in green",they seem to be happy to be inside this room,what are these three doing?,"they are chatting, the young man should be the grandson and they are in the bedroom"
1120,"a man in a black cap, black jersey,a blue trousers and white shoes is inside a building",what is he doing?,He is walking inside a building going somewhere and it seems like he is late that is why he is in a hurry,what does the place look like?,it's a really neat place with the wall painted yellow and white
1121,a man and a woman holding a white flower in her hands are both wearing the same red clothes and are in a stadium,what are they doing?,the man looks like he is here to play football while the woman is here to cheer for the men playing,what else is there?,there are a lot of different people among which are men and women who have come to watch the the football game
1122,"five people are in the water, among these two are women while three are men",they are wearing goggles and have bottles to use while under water,what are these people doing in water?,they are in one place it seems they are all looking for something,"they are all working together, there's a man holding a camera"
1123,a man is wearing a red shirt with white writings on it is in the sports field,this man is on a skateboard and wearing an helmet on his head,what is this man doing in this sports field,he is skating and has his hands are in the air,he is sliding over a metal rod and there's a lawn behind him
1124,lots of men and women are at the beach in the afternoon,"three men are shirtless they are only wearing black shorts, the ladies are wearing shirts and under wear",what are these people doing at the beach at this time?,"they are here to have fun, some are here as families, some are alone, others are sited while others are standing",this place is full of sand close to the sea and there's a white vehicle and trees
1125,different men and women are in a room full of lights,what are these people in this room doing at this time?,"they are doing different things, some are sited,a man is standing lifting his hands then there's a lady in a white shirt peaking a man in black",even though all of them are here to drink beer they are all doing different things,they are all inside a bar because they are bottles of beer where these people are 
1126,a little white girl dressed in blue is on sand,what is she doing on sand?,she's playing with sand in both her hands,whose she with?,"she's alone and they are people behind her, it seems she's here with her parents"
1127,different men and women are standing outside during the afternoon,what are these different people doing?,they are standing where people are playing music and they are paying attention to what's happening,where are these people?,they are in a place where there's a tv on the platform and lights and some storey buildings
1128,a white man in a blue trousers is squatting on a tarred road,what is this man doing on the road this afternoon?,he is playing with a small yellow plane with wheels one that flies in air,where is this place?,he is in the sports field full of dry grass and fresh green grass
1129,a man and woman are inside a sports field wearing hats and blue trousers,"they are wearing shoes and shirts, the lady is wearing a black shirt while the lady is in white",what are these two doing?,the lady is on the lawn holding her waist while the man is standing,they are houses in the side of the stadium with green trees
1130,a man in white hat and a blue shirt has lifted a little girl in a trousers with flowers,what is this man doing?,he is showing the little girl something and he is throwing the child into the air as he is playing,where is this man?,"he is standing on the river side cool of green trees, they are having fun"
1131,a little girl dressed in a red shirt is sited inside a room in the afternoon,there's a table inside this room where they are keys and fruits,what is this little child doing?,"she wants to start eating the food that's on the table, it seems she's here with someone",she's very happy and she's looking in front of her in a place full of tables and sits
1132,different men and women are in one place during the afternoon,two men and one woman are standing on the road side won't others are heading in different directions,"two are crossing the tarred road, a fat lady in black and a man in blue",what are these people doing here at this time?,this place is full of storey buildings across the road and posters full of writings
1133,"a man sited is sited on a chair inside a room in the evening, he is wearing a white and black sweater",he is sitting on a table that has lots of keys and a glad of beer,what is this man doing in this room at this time,it's like he is here to drink beer and he looks very happy with drinks lined up on the table,he is inside a bar and there's a woman in a red shirt behind him preparing things
1134,a man is on a skateboard in a place full of ice,what is he doing in this place full of ice,it seems he is here to skate and he is wearing things to protect him as he skates,how does this place look like?,this place is full of ice and there's something blue on his left and trees on one side
1135,a wearing a black shirt is standing inside a kitchen at night,what is this man doing?,he is holding meat in both his hands he is choosing what to cook and there's someone helping him choose,what's in this kitchen?,there's lots of meat and a stove behind him full of different meat
1136,different men and women are in a place in the afternoon,they are walking and a total of seven are on their bicycles,what are these people doing here at this time?,they ate all riding bicycles and are carrying back packs,they look very busy and this place is full of trees
1137,"two young boys are standing, one is wearing a green shirt and blue shirts then the other one is wearing a blue shirt and brown shorts with blue lines",what are all these people doing in this place at this time?,these two young boys are here to play near the river and are playing with rocks,how does this place look like?,this is a very nice place behind these two is a white big boat and stones on the river side
1138,"a man in a black hat, a brown jersey and a blue trousers is outside a building",what is this man doing?,he is entering a storey building and he is carrying something black on his hand,how does this place look like?,"it is full of different buildings, there's a man sitting on a chair that seems like he is waiting for someone"
1139,a young boy is wearing a shirt with a drawing of a person and black shorts,he is sitting on an erect sitting wall where there's a pink material,what is this little boy doing?,he is playing where he is and it seems he is looking at something in front of him,"he is sited near the sea at the beach full of water, it seems the child is with it's parents"
1140,"three little boys are inside a football room, tell are wearing white shirts with same green shorts",the other one is wearing a yellow shirt with black shorts because he is on the other team with two other kids,that means that they are on two different teams,what are the ones in blue doing inside the room?,they are playing rugby and are fighting to get the ball woke other children are sited watching the game
1141,a little child in a grey shirt with a black trousers is sited on a swing,it is a red swing with swings that can swing the child,what is this child doing on this swing?,"he is playing on the swing, as he swings he is holding on to the chains of the swing","the child looks very happy and is smiling she facing his left, it seems he is looking at something"
1142,"two ladies, one in a red shirt while the other in black are inside a room at night",what are these two doing in this room all alone?,"they are chatting and very happy, they should be really good friends, the one in black is talking and making them both laugh",the room is full of things like a table with papers and a green flower behind them,the lady sited on a blue chair is telling the story of showing the other something
1143,"a lady and the men are walking, three are from the same direction then one is from a different one",among them a man and lady are in front of another man coming behind and there's another one,the lady with a man is wearing a white shirt with blue shorts while the man is wearing a red shirt with a blue trousers,"they are hugging each other as they are walking, the man is hugging the lady's shoulder while the lady holds his waist",they look like a couple in love from the way they are hugging on the road and they are buildings everywhere
1144,a little boy wearing a white shirt with writings on it and a blue trousers is outside the house,he is holding a brown tennis ball with a white line in it in his right hand,what is this man with a tennis ball doing?,he is playing tennis and running with the tennis ball in his hands and looks happy,"he is not alone, it seems they are other in front of him that he is playing tennis with"
1145,a white man in a black and white jersey and a trousers is on the road side,"he has short hair, he is wearing shoes and is carrying a bag pack",what is this man doing on the road side?,"he is walking fast, it seems he wants to reach wherever he is going on time",he is even running alittle while holding a white box on his right and a paper on his left is as though he is taking them somewhere
1146,some different men and women are inside a train sited on chairs,all the people on this train are wearing jerseys and trousers,it's because this place is cold and because they are in the train at night,there's a lady sited on the left next to the window and leaning her hand against the window,"it seems she's looking at something outside as the train moves, it could be the trees outside"
1147,a white lady in a blue shirt and brown shorts is inside a room,she's alone in this room and it's holding on to a long red metal rod at it's end near his right thigh,what is this doing in this room all alone?,"it seems she's cleaning some different tools used when fixing things, the table nearby is full of tools","there's fire lit in the comet chimney by the lady, it seems she wants to keep warm"
1148,two white men with a child are outside and are all wearing skate shoes,one of them is wearing a brown jersey with blue trousers while the other is wearing a blue jersey with a black trousers,they have put the child dressed in black in between them and are holding both his hands,what are these three doing?,they are teaching the child how to skate using the skate shoes and the child is happy
1149,a man is walking besides buildings during the afternoon wearing something red covering his body,what is this man doing at this time?,it seems he is heading somewhere and posting attention to how he's walking and is carrying a paper in his left hand,what is this place he's in?,he is at the market full of stores that are lined up and selling vegetables
1150,a white child in a white shirt and black trousers is standing outside on a tarred road in the afternoon,he is pushing something and has an umbrella on one hand,what is this man doing?,it seems he is selling something in his trolley,this place is full of trees and on the other side of the road is a sports field
1151,a white men in a white shirt with a blue trousers is pushing a trolley on a tarred road in the afternoon,he is pushing something and is standing under an umbrella that he is holding in his right hand,what is this man doing on the road?,it's he buying something that's in he's trolley?,this place is full of green trees and there's a ground on the other side of the road
1152,a white man with grey hair wearing a blue shirt and brown trousers is outside,what is this man doing outside at this time?,he is holding a bottle of water and drinking while facing the sky direction as though looking at someone,what sort of place is he at?,it's a place full of blue water pipes and close to him an air bottle
1153,a man in blue is on a cart being pulled by two brown horses,what is this man doing on this cart?,"he is driving and directing the horses and it seems they are on a long journey, it's only him and the horses and it seems he is looking at something",where is this man?,"he is in a place full of ice water, hills and bare trees at a distance"
1154,a white man in a blue and brownish shirt with a blue trousers is outside,he is standing on a skateboard on a tarred road during the afternoon,what is this man doing?,he is skating on the road and while he is doing so he is holding the skateboard with his right hand while the other hand is in the air,he is in a beautiful place full of tall green trees and white buildings
1155,"two little girls are in a room in the afternoon, one has black hair while the other has white hair",they are sited on chairs with a table that has a black cloth spread on it with books on top,what are these two kids doing in this room?,"they were reading the books on the table, at the moment though they are playing some cards, it seems they are tied of reading","the room has lots of books packed together, it seems it's a library and behind them is a man standing"
1156,a man in black and white and a lady in a blue chitenge material are inside a stadium,"they are near a huge black, white and green cow",what are they doing inside the sports field?,the man is outside it seems he was bashed by the cow and the lady is running towards him,she is trying to help him but the cow is running so fast that the field is dusty as it runs from these two
1157,a brown dog is on the river with a black dog collar around its neck and it's ears down,what's this dog doing?,"it's walking on water and facing it's right, it's as though it's looking at something",where is this dog?,it's in the river with it's feet in little water 
1158,a girl child in a grey shirt with a blue trousers is in a shorts field,there's a grey dog full of fur with a red dog collar around its neck,what is the man and the dog doing in the sports field?,three dog is jumping over a metal rod then the girl is running it seems they are competing in a race,the sports field has a white picket fence and they are people watching as they compete
1159,a white man in a black shirt and a blue trousers in outside during the afternoon,"this man is standing still wearing earrings, a black belt and has both hands in his pockets",what is this man doing in the afternoon?,"he is standing and facing his left, it seems they are looking at something or waiting for someone and is paying attention to what he is seeing",they are vehicles in this place that are parked that have different colors and they are other people behind him
1160,a young boy in a green shirt with a blue trousers is in a shorts field in the afternoon,he is holding a blue and red ball,what is this little boy doing in this sports field at this time?,it seems he is looking at something in front of him as he is holding the ball,it seems they are other kids about to start playing the game and at a distance are other people behind
1161,"a man in a black shirt, glasses and a jacket is inside a room at night",what is this man doing inside the room at this time?,"he is sited on a chair, he has pressed his hand on his stringed instrument, it seems he is playing it",where is this man?,"he is inside a dark room with a red curtain, it seems it's a room where they play music from"
1162,"two ladies are outside during the afternoon, one is dressed in red while the other is in white and red",she's wearing a white cap while the other has a plate on her head and both are wearing white high heeled shoes,what are these two ladies doing at this time?,"they are heading somewhere and are walking fast, it seems it's raining and that's why they have covered their heads",this place is full of different people both male and female running from the rains and doing different things
1163,two men are with two little girls standing outside in the afternoon,they are all wearing jerseys and there's a man dressed in Christmas clothes,what are these people doing outside at this time of the afternoon?,"it seems he is here to shop for Christmas, and there's a man in Christmas clothes giving gifts to female kids","it seems they are at the market and standing in front of a store, and there's ice water in the ground, this is a really cold place"
1164,a man with a white shirt inside and a flowered shirt outside is wearing a blue trousers,"he is wearing black shoes, a black watch on his left hand and glasses",what is this man doing?,"he is standing in a tarred road during the afternoon and facing his right, it seems he is looking at something",this place is full of power lines in the air and behind the man are green trees and a building on his left
1165,a white woman is wearing a black shirt with a grey short and has a bag on his shoulder,it's a blue bag and the lady has a cigarette in her right hand that she's smoking and wearing a black watch on her left,what is this lady doing?,it seems she's heading somewhere and walking fast and is figure on walking fast and smoking,she's in place full of storey buildings with a tarred road where only this woman is walking
1166,"a black and brown dog are in the bush, the brown dog has a red dog collar around its neck",what are these dogs doing?,"they are playing with each other, the brown one wants to bite the black one and they have both raised their ears",where are these two dogs?,they are in a beautiful busy full of green short and tall trees
1167,a grey dog full of fur is in a sports field near a black and white ball,what is the dog doing?,it's playing with the black and white ball and has its mouth open,how does the sports field look like?,it's full of grass and there's a man in blue behind the dog
1168,"a man is in the air on his bicycle wearing a hat, a white shirt, a blue trousers and white shoes",what is this man doing?,he is in a bike riding competition and he is holding on tight to his bicycle,where is he competing from?,he is in a place full of storey buildings and the man is so high that it seems he is teaching the sky
1169,"a man in a black and blue shirt with a white hat is on top of a building
",what is this man doing on top of the building?,he has a mop and he's mopping and rinsing the mop in a green bucket near him,how does this place look like?,it's full of storey building surrounding the building even though they are abit far
1170,"a man in a white shirt, a grey jacket and a black trouser is with his bicycle during the afternoon",what is this man doing?,"he is riding his bicycle, it seems he's heading somewhere and he's holding his bike folk with both hands",where is this man?,he is on a tarred road and on his left is a red metal human sculpture
1171,a man in a blue shirt with black hair is wearing an orange thing on top is standing outside in front of a brown vehicle,what is he doing outside during the afternoon?,it seems he is holding a phone she examining the the red and brown vehicle in front,what else is in this place?,"there's a man in a blue shirt, vehicles that look new, this is a company that makes vehicles"
1172,"different people are sited inside a sports, among them are men, women and old people",what are these people doing?,they are watching a game being played since are sited then there's a lady standing in the middle of the crowd with her hands in the air,what's in this place?,they are blue chairs were people are sited watching the game and it has a very high roof
1173,two ladies are standing one is wearing a yellow jersey while the other is in a grey one,two ladies are standing one is wearing a yellow jersey while the other is in a grey one,what are these two ladies doing?,they are looking through a microscope and are focused on what they are seeing,each one has a microscope
1174,A white man with black hair is dressed in a white shirt and brown shorts is sited on the entrance of a house,he is wearing black and white shoes with white socks and holding his head,what is this man doing?,"he has a cigarette in his hand and it seems he was smoking but resting at this time, he is resting his hands on his legs","he is facing his front and seems lost in thought, behind him is a red door on a white house"
1175,"different people are in one place, they are young and old both male and female",what are all these people doing?,they are watching two men between ladies and they are paying attention to what they are watching,how does this place look like?,"it is surrounded by lots of storey buildings and is tarred, but where they are dancing from is a black and white cloth"
1176,a little white girl with short black hair is dressed in a grey long sleeved shirt,she's wearing a blue trousers with white shoes and is standing on a lawn during the afternoon,what is this little girl doing?,"she has yellow flowers in her hands, it seems she's plucking flowers","the lawn is really green and faced down, it seems she's looking for a flower to pluck"
1177,a young boy in red shirt and brown shorts is jumping from a swing,what is this child doing?,he is playing as he jumps from a slide and lifting both hands in the sky as he jumps and he's very happy,how does this place look like?,it looks like a play park and all the swings are blue and they are some rocks on the ground
1178,a white woman dressed in grey with a black handbag on her shoulder is outside during the afternoon,what is she doing outside at this time?,"she's walking on the road side slowly, it seems she's very tired or has so many problems that she's thinking about",where is this white lady?,this place has buildings on the road side but she's reached a clothes store
1179,a man in a white shirt is with a lady in a black shirt on the road side,"both are wearing sunglasses, the lady is carrying a black and white bag",what are these two doing on the road side during the afternoon?,"they are standing, it seems they are taking a picture, there's someone in front of them taking it",on their right is a woman passing and storey buildings and on the middle of the road on their left are vehicles
1180,"a man dressed in black, red and green is outside",what is this man in shoes and gloves doing outside?,he is shaping wood into a bird on a tree and he has tools he is using while working,where is this man?,he is in the bush because they are lots of green trees near him
1181,"a man is wearing two jerseys is sited outside during the afternoon, the one inside is blue and has a hat while the one outside is black",close to him is a table full of different things like a tin with colors used when painting,what is this man doing?,he is painting in his book that's on the table that has different colors,and he is so focused on what he is painting in his book that he has bent on the table and there's a white vehicle on his left
1182,"during the afternoon, a man in brown clothes and black shoes is outside on a couch",what is this man doing?,he is laying down on the couch with his head on a grey pillow,where exactly is this man?,this place is full of tall green trees with sorry buildings and vehicles behind him
1183,"during the afternoon, five people are inside a room, they are four ladies with one man",what are these five people doing?,"they are clapping, it seems there's someone that said something good that they all like and they are facing the same direction possibly where the person talking is",how does the room they are in look like?,"it's a really clean room, behind the ladies is a white table with a bottle of water and a computer on it, then there's a picture of flowers on the wall"
1184,"during the afternoon, a brown dog and a grey dog are standing outside",what are these two dogs doing outside at this time?,"as they are standing, the brown dog is sniffing the grey dog, it seems they came to play outside",where are these dogs?,they are in the bush full of tall trees that are close to each other
1185,four men are on horses and are dressed in horse racing attires and helmets,what are these men doing during the afternoon?,they are racing with their horses and are holding on to the ropes tied to these horses,where is this place that they are racing from?,it's in a horse racing field full of all maintained green grass and green trees at a distance
1186,a lady is sited inside a tent that's on rocks and is wearing a black jersey,what is this lady doing?,she's resting so that she's shield from the cold and she's looking at a water in front of though it's as though she's looking at someone,where exactly is she?,she's in the mountains of the same height full of snow on top of them
1187,"two women are sited inside a room, one of them is wearing a blue dress with a ring on her finger","the other one is wearing a red dress full of white flowers, and they are both sited on a red couch",what are these two doing?,"they are chatting and are using hand and body expressions as they speak, it seems they are watching someone","it's clear from the way they are chatting, the one is red is whispering to the one is blue and they are facing each other as they chat"
1188,a young boy is in a rugby room and he's holding an orange ball,"he is wearing a blue shirt with a black, white and red short",what is he doing?,he is playing basketball,"they are others also playing this game standing behind him, it seems they are here to watch the game"
1189,"during the afternoon, some men and women that with kids are in the same place",what are these people doing?,they have gone to play with their kids by putting them in swings as the parents watch,where are these people?,they are inside a park and behind them are huge storey buildings and people walking
1190,"two elderly men, one in a yellow shirt and a white hat is sited in front during the afternoon",the other workout lady is wearing a blue shirt and has grey hair,she's wearing sunglasses and earrings on her ears,they are both sited inside a vehicle and facing their front,they are sited in a place of vehicles both small and big vehicles
1191,different people both young and old are in a place near the rail way,what are all these people doing in this place?,"done are standing in line it seems they are heading somewhere, others have cameras it might be that they are here to take pictures of the train",where exactly are they?,they are at a train station that has power lines on top
1192,a little child is standing next to a machine used in playing games and she's holding it with both hands,what is this child doing here?,"the child is playing with the machine, it seems she wants to play a game",what else is inside this building?,"they are other machine games, since are blue others are yellow while others are orange"
1193,a man in a yellow shirt and a blue trousers is standing under a tree,what is this man doing under the tree?,"he is facing his right where they are two men, one man is inside a vehicle sited while the other is on door that's open",what sort of place after these people in?,it's a place full of buildings and on the side of the men standing are very beautiful flowers
1194,stone ladies are inside a room standing and are wearing similar clothes,they are all wearing sleeveless white shirts with blue stripes and have different numbers on their sides,"they are all wearing tight black shorts, black socks and shoes",what are all these people doing inside this room?,they are about to start playing netball and it seems they are ready to start
1195,two black and white patched dogs are inside a field in the afternoon,what are these dogs doing here?,"they are playing and are about to start fighting, the one with a brown dog collar is standing while the other with a black one is running towards it",where are these dogs?,they are inside a field full of grass and green trees
1196,a lady in a black shirt and black and white bag is standing outside,what is this lady doing?,"as she stands, she's holding her forehead with her right hand and she's facing her front ready to take a picture",is she alone?,"no she's not, they are other men and women sited and eating"
1197,a man in a blue shirt and blue trousers is with a little boy with a grey shirt and blue trousers,they are standing and both wearing white hats,what are these two doing?,he is bandaging himself because he hurt himself while working,"the little boy is behind and holding something black used to bandage, they are both paying attention to what they are doing"
1198,two brown dogs are standing on something made of wood,what are these dogs doing?,they are fighting with each other one is biting the other using it's mouth,they are all alone in a place with a picket fence,
1199,"A lady in a yellow shirt, black shorts, carrying a back pack and wearing shoes is on a narrow  road",what is she doing on this road?,it seems she's heading somewhere or rushing to catch up with someone,is she alone?,"she's in the bush that has hills, huge rocks, trees and green grass"
1200,"A lot of different people are in one place among them are men, women, young men and ladies are gathered and standing in one place",what are all these people doing?,"they are doing different things, some are picking out clothes, others are talking to each other while others reading it looks very busy",where are all these people?,"they are inside a store where they sell different clothes for adults and children, it seems it's a market"
